,attractor_time,simulation_time_1000models,simulation_time_2500models,simulation_time5000models,simulation_time10000models
0,0.1624290943145752,0.05212879180908203,0.09142661094665527,0.11789298057556152,0.18704628944396973
1,0.10322761535644531,0.05673384666442871,0.09118485450744629,0.1311037540435791,0.17564988136291504
2,0.09932589530944824,0.05347466468811035,0.09449625015258789,0.12668561935424805,0.1597142219543457
3,0.09166193008422852,0.0505366325378418,0.09317588806152344,0.1172170639038086,0.19691133499145508
4,0.09068608283996582,0.05817914009094238,0.07483267784118652,0.14475035667419434,0.20052766799926758
5,0.11031270027160645,0.05705761909484863,0.08204483985900879,0.11954545974731445,0.15577483177185059
6,0.10499286651611328,0.052645206451416016,0.09764766693115234,0.11834096908569336,0.16686010360717773
7,0.09228396415710449,0.056340694427490234,0.08269619941711426,0.13008451461791992,0.17779827117919922
8,0.12471747398376465,0.054219722747802734,0.055084228515625,0.11783242225646973,0.1716313362121582
9,0.09413647651672363,0.05908083915710449,0.0961751937866211,0.09948420524597168,0.1837921142578125
10,0.09696841239929199,0.05861401557922363,0.08021330833435059,0.13491225242614746,0.19556617736816406
11,0.10612058639526367,0.06021428108215332,0.08463072776794434,0.12933611869812012,0.17171692848205566
12,0.09414863586425781,0.057787179946899414,0.07777023315429688,0.13394451141357422,0.17553162574768066
13,0.11743950843811035,0.056070566177368164,0.08246326446533203,0.12392163276672363,0.16521859169006348
14,0.10005879402160645,0.05488872528076172,0.07015562057495117,0.12292027473449707,0.1694183349609375
15,0.10983085632324219,0.05448007583618164,0.09650135040283203,0.12708759307861328,0.17801141738891602
16,0.09633255004882812,0.06177234649658203,0.09424567222595215,0.1330420970916748,0.178056001663208
17,0.09218525886535645,0.035269975662231445,0.08709144592285156,0.13489818572998047,0.181563138961792
18,0.09676170349121094,0.05437111854553223,0.07727336883544922,0.12101411819458008,0.17826533317565918
19,0.09453105926513672,0.05632162094116211,0.09568309783935547,0.12629318237304688,0.15758371353149414
20,0.09408712387084961,0.05380821228027344,0.09555697441101074,0.12511777877807617,0.19681620597839355
21,0.10853934288024902,0.05530738830566406,0.07702279090881348,0.1401822566986084,0.17121648788452148
22,0.0985565185546875,0.055597782135009766,0.08212113380432129,0.12229657173156738,0.18239521980285645
23,0.09121417999267578,0.05486631393432617,0.10178709030151367,0.1414797306060791,0.1674644947052002
24,0.09122848510742188,0.03416156768798828,0.07579159736633301,0.1330275535583496,0.19089508056640625
25,0.12845587730407715,0.04425692558288574,0.08009982109069824,0.11290740966796875,0.181229829788208
26,0.11058640480041504,0.036757707595825195,0.09605765342712402,0.12999677658081055,0.1619274616241455
27,0.11419224739074707,0.06049299240112305,0.08778095245361328,0.11601376533508301,0.15851283073425293
28,0.11441516876220703,0.05958414077758789,0.09444093704223633,0.12470507621765137,0.19307494163513184
29,0.10511207580566406,0.05631566047668457,0.09812116622924805,0.11657571792602539,0.18280458450317383
30,0.09338855743408203,0.03397679328918457,0.07703256607055664,0.12085795402526855,0.18944668769836426
31,0.09290218353271484,0.05650067329406738,0.0832068920135498,0.12738585472106934,0.17527389526367188
32,0.11242508888244629,0.05489492416381836,0.0880889892578125,0.11956405639648438,0.16654443740844727
33,0.10050702095031738,0.05917167663574219,0.07372903823852539,0.12659597396850586,0.1724555492401123
34,0.0948631763458252,0.05740690231323242,0.09644556045532227,0.11955666542053223,0.18999123573303223
35,0.12731623649597168,0.0661616325378418,0.07972550392150879,0.11827754974365234,0.1835160255432129
36,0.1188509464263916,0.0547490119934082,0.07326650619506836,0.10970616340637207,0.14808082580566406
37,0.10547733306884766,0.05903220176696777,0.06418180465698242,0.11237859725952148,0.1773216724395752
38,0.09097743034362793,0.058394432067871094,0.08466124534606934,0.13011765480041504,0.19323062896728516
39,0.10749316215515137,0.052410125732421875,0.08610749244689941,0.12408208847045898,0.1797187328338623
40,0.10851693153381348,0.05820178985595703,0.0982046127319336,0.12771058082580566,0.1816267967224121
41,0.12725448608398438,0.05342984199523926,0.09345602989196777,0.12088537216186523,0.18586230278015137
42,0.1282668113708496,0.05583643913269043,0.08756804466247559,0.12435412406921387,0.1814579963684082
43,0.12850451469421387,0.0535433292388916,0.08740115165710449,0.11820435523986816,0.2156674861907959
44,0.1410222053527832,0.05230426788330078,0.0858910083770752,0.12084698677062988,0.1817944049835205
45,0.09965729713439941,0.0596468448638916,0.08839678764343262,0.09608125686645508,0.1914207935333252
46,0.09070253372192383,0.05942416191101074,0.07981038093566895,0.12118077278137207,0.17978429794311523
47,0.12415432929992676,0.03744816780090332,0.09012317657470703,0.11253666877746582,0.1758413314819336
48,0.10222697257995605,0.05954313278198242,0.09336137771606445,0.08408403396606445,0.17357540130615234
49,0.09069228172302246,0.0593874454498291,0.08079051971435547,0.1333928108215332,0.19937705993652344
50,0.0916130542755127,0.04401445388793945,0.0815725326538086,0.13917255401611328,0.18508315086364746
51,0.11715316772460938,0.0438075065612793,0.08760738372802734,0.12894511222839355,0.16266417503356934
52,0.09145426750183105,0.05755496025085449,0.09603691101074219,0.1248164176940918,0.18951129913330078
53,0.12153911590576172,0.05609297752380371,0.08101367950439453,0.13362669944763184,0.17833662033081055
54,0.09352374076843262,0.03304862976074219,0.09480977058410645,0.13339686393737793,0.1787433624267578
55,0.10706901550292969,0.04982495307922363,0.08559584617614746,0.12271738052368164,0.1736588478088379
56,0.09351181983947754,0.04064512252807617,0.09332656860351562,0.13973259925842285,0.17287755012512207
57,0.09326314926147461,0.05122041702270508,0.08983969688415527,0.11487245559692383,0.17852330207824707
58,0.11210131645202637,0.05391979217529297,0.08479475975036621,0.12873196601867676,0.1979074478149414
59,0.1007993221282959,0.0631105899810791,0.07795238494873047,0.12043285369873047,0.18038296699523926
60,0.10913944244384766,0.05115318298339844,0.08487153053283691,0.1214745044708252,0.17019176483154297
61,0.09095883369445801,0.051508188247680664,0.08023953437805176,0.1189415454864502,0.1912705898284912
62,0.1082468032836914,0.05412173271179199,0.09331059455871582,0.10626387596130371,0.17179346084594727
63,0.09654664993286133,0.053201913833618164,0.09324908256530762,0.117401123046875,0.1810140609741211
64,0.09947824478149414,0.05125904083251953,0.09455180168151855,0.1292874813079834,0.18461394309997559
65,0.0914921760559082,0.04225730895996094,0.09666156768798828,0.1199038028717041,0.1884019374847412
66,0.12109375,0.045101165771484375,0.08159565925598145,0.1194155216217041,0.14100003242492676
67,0.11397886276245117,0.05128002166748047,0.0911567211151123,0.12462234497070312,0.17749524116516113
68,0.10967087745666504,0.050569772720336914,0.09106993675231934,0.1284027099609375,0.17313408851623535
69,0.09267306327819824,0.05247855186462402,0.09577727317810059,0.1283268928527832,0.18023920059204102
70,0.11391043663024902,0.05916762351989746,0.09080195426940918,0.10437321662902832,0.16716313362121582
71,0.08998823165893555,0.05222797393798828,0.09378886222839355,0.11715888977050781,0.18292665481567383
72,0.11052322387695312,0.05707597732543945,0.07134652137756348,0.08689236640930176,0.17541718482971191
73,0.11351990699768066,0.05293416976928711,0.08700370788574219,0.11501860618591309,0.16575050354003906
74,0.09305524826049805,0.05421113967895508,0.08914351463317871,0.11768031120300293,0.17924141883850098
75,0.09520125389099121,0.05404329299926758,0.09502935409545898,0.11889410018920898,0.16565990447998047
76,0.11961007118225098,0.05433201789855957,0.07966876029968262,0.12911224365234375,0.17856836318969727
77,0.12485003471374512,0.06462764739990234,0.08218526840209961,0.12086629867553711,0.18808245658874512
78,0.11942744255065918,0.04085373878479004,0.09757590293884277,0.11287927627563477,0.1731581687927246
79,0.10941576957702637,0.05356955528259277,0.09510970115661621,0.10561609268188477,0.20295453071594238
80,0.11182785034179688,0.05730485916137695,0.09444665908813477,0.1299898624420166,0.17129778861999512
81,0.09688735008239746,0.05832386016845703,0.09116888046264648,0.13236379623413086,0.17716670036315918
82,0.10329270362854004,0.06190681457519531,0.0781548023223877,0.1317129135131836,0.16793513298034668
83,0.09821248054504395,0.06185793876647949,0.09483504295349121,0.13358569145202637,0.19170475006103516
84,0.10942578315734863,0.05536508560180664,0.08539795875549316,0.12986278533935547,0.17223453521728516
85,0.12115955352783203,0.05591702461242676,0.09622788429260254,0.13041090965270996,0.18343615531921387
86,0.1185612678527832,0.04464268684387207,0.08811712265014648,0.10560965538024902,0.1593468189239502
87,0.12363123893737793,0.05043363571166992,0.09242057800292969,0.10062193870544434,0.13024210929870605
88,0.10960888862609863,0.05521368980407715,0.09442305564880371,0.12436842918395996,0.1285085678100586
89,0.11330723762512207,0.05721163749694824,0.08777976036071777,0.13202357292175293,0.19348978996276855
90,0.09924554824829102,0.05015683174133301,0.07797718048095703,0.12424182891845703,0.1940782070159912
91,0.09589290618896484,0.05486249923706055,0.08459973335266113,0.126115083694458,0.19185996055603027
92,0.13185477256774902,0.05733156204223633,0.08758091926574707,0.13715267181396484,0.17789697647094727
93,0.1187443733215332,0.05337667465209961,0.09086036682128906,0.1326587200164795,0.166701078414917
94,0.10016798973083496,0.050370216369628906,0.09233522415161133,0.13208627700805664,0.17317557334899902
95,0.0917208194732666,0.048802852630615234,0.0992586612701416,0.12335634231567383,0.16781902313232422
96,0.09435105323791504,0.06252503395080566,0.08435559272766113,0.12041878700256348,0.20118260383605957
97,0.09297013282775879,0.05723309516906738,0.08588957786560059,0.12961387634277344,0.18219447135925293
98,0.09056258201599121,0.050041913986206055,0.09666037559509277,0.13784480094909668,0.161301851272583
